task_index	inventory_id	accession_version	source_relative_path	source_path	source_format	source_bytes	source_compressed_sha256	mirror_state	derived_relative_path	resource_class	cpus	memory_mb	scratch_bytes	walltime	state	reason_code	attempts	derived_path	gzi_path	fai_path	provenance_path	source_decompressed_sha256	source_decompressed_bytes	sequence_count	names_lengths_sha256	derived_bgzf_sha256	derived_bgzf_bytes	gzi_sha256	gzi_bytes	fai_sha256	fai_bytes	compression_ratio	elapsed_seconds	cpu_seconds	peak_memory_bytes	peak_scratch_bytes	random_access_probe_count	bgzf_block_count	updated_at_utc
10	d8f6d0be3b6b2e844127bb9ac75efc6dc2b8ed3f0a0f5eccceed7f580af7d161	GCA_009819825.1	GCA/009/819/825/GCA_009819825.1/GCA_009819825.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/009/819/825/GCA_009819825.1/GCA_009819825.1.fa.gz	gzip	405921732	0ddea39234a4a052b3827bb1081f6ee58f05d750163d0b596588a4490bbceb0e	verified	objects/GCA/009/819/825/GCA_009819825.1/GCA_009819825.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/819/825/GCA_009819825.1/GCA_009819825.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/819/825/GCA_009819825.1/GCA_009819825.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/819/825/GCA_009819825.1/GCA_009819825.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/819/825/GCA_009819825.1/provenance.json	d416169b05e7ef05600fcf3ef1de12e5e5fa77af86de12761e77325450e477b8	1239552210	110	6c9508e1332b187bb49e783a5d756317fc7c59ae9b270b136fa8026a9ab52776	afe8b108e0cfc0d0d73f6e5338600cb41233874ab7a3add98aaef2803c7f0edb	413842854	6c67b6748496649afd215aa0d2c8e712d8cc662aa6b5ace6e9a5af73f832cb69	303816	f1f2e741c7c8b770a9ddb73927af28453c589f910d8290a484d3acb2c9c68588	4089	0.33386480267741203	99.242882	256.970344	39141376	414153101	3	18990	2026-07-19T15:53:07.516032Z
11	efbf47a5a6b4b5711ae1cf7232954f7613ba5d9a8073cb4fd5760b2e9e13c62b	GCA_009914755.4	GCA/009/914/755/GCA_009914755.4/GCA_009914755.4.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/009/914/755/GCA_009914755.4/GCA_009914755.4.fa.gz	gzip	974847098	1eec19e9100360bbd751286ec24ce4ec9061fe5488ac6782d4aed4e5e57b8467	verified	objects/GCA/009/914/755/GCA_009914755.4/GCA_009914755.4.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/914/755/GCA_009914755.4/GCA_009914755.4.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/914/755/GCA_009914755.4/GCA_009914755.4.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/914/755/GCA_009914755.4/GCA_009914755.4.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/009/914/755/GCA_009914755.4/provenance.json	f2971cb9d558658232d441eecc5caf65bd826d6fa4eb8fe09213ac57789d6716	3179638221	25	1b338c9361ac5a6578002ef32ad7f36666522217eba91c34195c78a77ad2b62c	943c0fff97bc56a4659a84b82e400dcd5a5bda2a92455e839104490d8bcbc788	998348461	f3df805528620a1ec6b8adfbfc4c8de26cf9896a2ca4a173a14154c7c054f5f3	779320	1b93799cba23544b6793855609f860a0742f22d10979c51eb3e8114a635a2772	918	0.3139817776772158	241.613408	621.933163	38768640	999129290	3	48709	2026-07-19T15:55:30.548446Z
12	ace2569c9d838a1f37fa5a66801d49315f6840b7a45d0aebd0345b4eaa9e8b66	GCA_011004875.1	GCA/011/004/875/GCA_011004875.1/GCA_011004875.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/011/004/875/GCA_011004875.1/GCA_011004875.1.fa.gz	gzip	406776114	84e2b60f1ea85b1cdfd510b82670ce8194a9d385442fb162ee8cd135d94f54d4	verified	objects/GCA/011/004/875/GCA_011004875.1/GCA_011004875.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/011/004/875/GCA_011004875.1/GCA_011004875.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/011/004/875/GCA_011004875.1/GCA_011004875.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/011/004/875/GCA_011004875.1/GCA_011004875.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/011/004/875/GCA_011004875.1/provenance.json	7bdd5c3f75fd5dd09190cc6ee9ea9185a27e2160b2dc3fbbab89e74930c09081	1245474600	105	11d62d248a7a8bf9713a444e83b1103ad69cea77d8e7c9378c57bdeaea03a8cc	c248ef4d563d25baf360066fd5f58c9ed7329b6e6ee367809e2be2b66b1411a9	414889963	7a418596c767d25a12f452cc30f459b3d1e983c9d1bb3a4f07fbaaa0b35b1337	305256	13d8d1ba6a7ca5e865de4ca19d9a3fcf073affdf0e74b041e4703e180548f6e5	4120	0.33311796402752814	102.150359	257.094854	38924288	415201777	3	19080	2026-07-19T15:53:15.773283Z
13	8a6e2ce8eb03bc84e4f6f69a754d3521f80b3c1fc134af1fb1e12241ae5c3421	GCA_011762505.3	GCA/011/762/505/GCA_011762505.3/GCA_011762505.3.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/011/762/505/GCA_011762505.3/GCA_011762505.3.fa.gz	gzip	805706805	88a306262b97aaf157a62e7819dcff9b85d5f5e3b64392c2b0e1e39afffabae3	verified	objects/GCA/011/762/505/GCA_011762505.3/GCA_011762505.3.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/011/762/505/GCA_011762505.3/GCA_011762505.3.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/011/762/505/GCA_011762505.3/GCA_011762505.3.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/011/762/505/GCA_011762505.3/GCA_011762505.3.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/011/762/505/GCA_011762505.3/provenance.json	d7022c65ba5150c0b49532d8a70222b3bbb9a2c6a84abdecb3cb811eabb21757	2546744122	1596	8ee4f13cf4ac49a0dcdb8d1d5649bad126d7330c03c0e070320d305a37052ad3	d20969fa6db72cb671c4de501f818c7ffb27fbaee3d25b0c569c18a4464e6577	823031799	b4e7959dbe3b3aa87607481de612ea731aa8cf8c19986aff37e2d0ce09292972	624200	a09b3075a48b3358f07aa8f9b094c77fa4e02a4d31c17a130d19fa7f16747d0c	65377	0.3231701967583848	198.242332	516.571843	39223296	823759715	3	39014	2026-07-19T15:55:13.345862Z
14	3d0aa4cd358fb14cbfe74318159ccf251d0287c0075ae78bde289f40b9ee4bf8	GCA_013358685.1	GCA/013/358/685/GCA_013358685.1/GCA_013358685.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/013/358/685/GCA_013358685.1/GCA_013358685.1.fa.gz	gzip	180307286	b29b34bb25152754c2e91ea2fe001ae05a4839cedac4050dcef6915f8e8a31a0	verified	objects/GCA/013/358/685/GCA_013358685.1/GCA_013358685.1.fa.gz	tiny	2	4096	2147483648	02:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/013/358/685/GCA_013358685.1/GCA_013358685.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/013/358/685/GCA_013358685.1/GCA_013358685.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/013/358/685/GCA_013358685.1/GCA_013358685.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/013/358/685/GCA_013358685.1/provenance.json	6ed248b494be9feb187adbb7bfb6db9a85afa827c1c021615c89f120e0013fd3	560951345	155	937204ab6fcd5e1ac5aecac10fd28523f19701cb4f73f33e9b4f56eec0c9cf0f	4c0f1bb3b47e332808e5e82f742101c6368aade767654902d0b1b98198f75935	184096113	bec884deb8dfe776ed360d4f387b09a00f4c860e0bf765afbb3793da4713e7c8	137496	e09bb4a93814e52e9cfd02dbdd90574ebe01c00f3abc22cbc8c33bf70adcf3ee	6127	0.3281855273918632	120.549165	111.782667	39030784	184243471	3	8595	2026-07-19T15:50:00.224762Z
15	beddbb32dadbecdd14d1af9cc8f15f93d39d8d043d28880866f18602599af26c	GCA_014706295.1	GCA/014/706/295/GCA_014706295.1/GCA_014706295.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/014/706/295/GCA_014706295.1/GCA_014706295.1.fa.gz	gzip	364968141	5aef95c90c2f5c7b2d2aefc13451b35cb66649adf14493b5fabe117a705880ac	verified	objects/GCA/014/706/295/GCA_014706295.1/GCA_014706295.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/706/295/GCA_014706295.1/GCA_014706295.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/706/295/GCA_014706295.1/GCA_014706295.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/706/295/GCA_014706295.1/GCA_014706295.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/706/295/GCA_014706295.1/provenance.json	0906ae0cf6897e70b33deb926c3232c17a515f2284841ab2a5f80a9d1a38bdf8	1129959690	1695	cd64f1d714ddd8b23301f9d14a8f69d45480ca273bedacdefdf98fd7d41fe424	c4e23b683b43c8de63e9002c2ca2f55733d6bad1f7aea2dbf3ef2b640fd18fde	372144442	b25d22cb8589af259116fd6d86ce698a52c524d52d29018cff93fe3dd512e77e	276952	41b696876a07d8704d4886e42241e38bd01db8be6436bc825b4b5bf8f83e99a1	68994	0.3293431131158316	90.721606	231.991872	38932480	372530675	3	17311	2026-07-19T15:53:25.730802Z
16	b90e4fcb400703842775df23c807dc0e607ec6ffcc3bd02d0a26340017d3c300	GCA_014839685.1	GCA/014/839/685/GCA_014839685.1/GCA_014839685.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/014/839/685/GCA_014839685.1/GCA_014839685.1.fa.gz	gzip	292609705	9ce52bca4034ca4ed365e2cebdea5e7c4f3331e44e99520757b4cdfa87753793	verified	objects/GCA/014/839/685/GCA_014839685.1/GCA_014839685.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/685/GCA_014839685.1/GCA_014839685.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/685/GCA_014839685.1/GCA_014839685.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/685/GCA_014839685.1/GCA_014839685.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/685/GCA_014839685.1/provenance.json	99131da06a75d70e64bc56ee8260484ef72267904617a5f64fab45b6f650239c	884986121	33	ebb9a7b04f82cc99198c311f9b26ded8336e395e2c4109a5d40551fc681aa276	1cbeed3d3bf227486781582518bfd051240d242cf93c48bebfb65de581c3d27b	298980426	4b18aff7269280ed7e475e48b1ec5d27dc0783209ddd25138eb01878c066a4ad	216904	7b5074e682d2c497ca064bfbf33cf5c377c0e6650f949886f069c2b4d15fcafa	1207	0.33783628794332243	69.005254	184.394576	38932480	299199303	3	13558	2026-07-19T15:54:18.618455Z
17	a4f800a06a4b5a1edd6fd79161f9d8c22f90acd09e9133dd5e9e1632878ef8da	GCA_014839755.1	GCA/014/839/755/GCA_014839755.1/GCA_014839755.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/014/839/755/GCA_014839755.1/GCA_014839755.1.fa.gz	gzip	346235727	05511684b3ea8d62f0b0ef9e73132fbe7441cc3fdeb8eac7b478bf681bbd6eb1	verified	objects/GCA/014/839/755/GCA_014839755.1/GCA_014839755.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/755/GCA_014839755.1/GCA_014839755.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/755/GCA_014839755.1/GCA_014839755.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/755/GCA_014839755.1/GCA_014839755.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/755/GCA_014839755.1/provenance.json	31830d748d5be45e3ebf63a3da2cbd0a225041c13c9011f44377a79ce4010f7f	1066568392	176	b07e6c810a9df21fb1081a4846c0dbf94e9b56376fcaa02c9157c32e4feb4e20	7f7511f95271e70157116aca80149c2ac3680e1f443df0e828215afd2a275af8	352809344	1290335c222d7903a36edd6de27c3631f8aed9e13f89a5dd43328cd2c212f5f9	261416	41a5e8f41dd4a6bbca2db4d0c121669030ee273a3ce1e4cb5234b2da0641264f	7024	0.33078923643932623	82.772844	220.815985	39071744	353081939	3	16340	2026-07-19T15:54:40.377040Z
18	5c125370991c1f53afe8ffa274c9744655cffceb670d3425895c43e58516fad7	GCA_014839995.1	GCA/014/839/995/GCA_014839995.1/GCA_014839995.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/014/839/995/GCA_014839995.1/GCA_014839995.1.fa.gz	gzip	238317623	b50ec9b18827f43618c9b92b8c66687668a72b962b880796f36bbf110fbaac66	verified	objects/GCA/014/839/995/GCA_014839995.1/GCA_014839995.1.fa.gz	tiny	2	4096	2147483648	02:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/995/GCA_014839995.1/GCA_014839995.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/995/GCA_014839995.1/GCA_014839995.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/995/GCA_014839995.1/GCA_014839995.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/014/839/995/GCA_014839995.1/provenance.json	dab5c8fc84a6af3f58d64249371f9493dd58cbb78d7c13400f66277ba8e0f37a	750947050	410	99743ad1b923a5b5c74a8fc9fea54436baa84cde3d7e563d000dd90177946bb8	560d73db66029b9739f70a770b554c36b33e88bf82d381f187e3a2adb566ecf8	243321544	65075c85e976263b223fee51768be3c6484f3754e3867f18b437ecdc1d05c6fb	184056	505887abf27ba672aea479b77ffed264504f6c09b111d88f17fa9d3a2833ab51	16333	0.324019575015309	152.598021	149.764603	38993920	243531793	3	11505	2026-07-19T15:50:32.268998Z
19	1968534ab3c5761ab85dea4245d2d88b3926c139cbd79050d3b4f0df81fe0fdd	GCA_015852565.1	GCA/015/852/565/GCA_015852565.1/GCA_015852565.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/015/852/565/GCA_015852565.1/GCA_015852565.1.fa.gz	gzip	159225653	dda908c33528edcbeb19dd6514b5ef0e91a414300245c4d914844e9a987709be	verified	objects/GCA/015/852/565/GCA_015852565.1/GCA_015852565.1.fa.gz	tiny	2	4096	2147483648	02:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/015/852/565/GCA_015852565.1/GCA_015852565.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/015/852/565/GCA_015852565.1/GCA_015852565.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/015/852/565/GCA_015852565.1/GCA_015852565.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/015/852/565/GCA_015852565.1/provenance.json	d75229628b962ff373df3e58ed704aa28db6af63f2f43f182400e2ca5992f962	500604767	341	84b1929e9e448c8d3635122e78a3bffe60e056c3de40f5bffe3209af3ae91fd7	7e82ecb3d979ad2a0ec908d048f8906a09178ef1f5248a1aed8a63e4f3c98214	162617972	74bde318104071f7045030de90947dbfe7c5c8456ddfc7ab5cab40c4bdc83f56	122696	a2bb36ee02d9a8c635da2fd236a153ba624cc4d88b2324a6adff0c98520640dd	13504	0.32484303530413644	111.713777	100.276039	39342080	162762307	3	7670	2026-07-19T15:49:51.384838Z
20	8f7e92fbfd7bbdbd8b9924e3f00791448d3c4721289cf926955f81fc555637d5	GCA_016904835.1	GCA/016/904/835/GCA_016904835.1/GCA_016904835.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/016/904/835/GCA_016904835.1/GCA_016904835.1.fa.gz	gzip	355110741	a11f12edb40b84eb967f164e229cc82822edc84b74b4317a8bf951d95552424d	verified	objects/GCA/016/904/835/GCA_016904835.1/GCA_016904835.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/016/904/835/GCA_016904835.1/GCA_016904835.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/016/904/835/GCA_016904835.1/GCA_016904835.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/016/904/835/GCA_016904835.1/GCA_016904835.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/016/904/835/GCA_016904835.1/provenance.json	e9c0c99d7c1d96efe3912275dbde8fd27335913b6e53714d8768b2c503354cec	1098939072	206	ce3ea49423f5f3f34d246e141368179fadac624162f1d199d45646d92fd7f448	3387eab452054cd60e4a2e955401bbcba41aaa2beee037b059195692470c0e84	362135109	a649271ffe87ba6286329c4ef5c267964fa1f19d50a77b567d8c4c06434865d0	269352	7f1a5ac80e6960af8f39361f7b531e4318c50a0b757f3d871aa543620a5e5aca	8275	0.32953156205551676	84.455584	225.881293	39063552	362417632	3	16836	2026-07-19T15:54:53.705512Z
21	04465398b658e989582e2438428b7abfcef3c5c3eebe1ce342bb9e1d9030e7ec	GCA_017639485.1	GCA/017/639/485/GCA_017639485.1/GCA_017639485.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/017/639/485/GCA_017639485.1/GCA_017639485.1.fa.gz	gzip	414821289	f7474e92a60b3a21bb3503c5211ef0e0122786e0a0fbdf9176d4134f2ea6741f	verified	objects/GCA/017/639/485/GCA_017639485.1/GCA_017639485.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/485/GCA_017639485.1/GCA_017639485.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/485/GCA_017639485.1/GCA_017639485.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/485/GCA_017639485.1/GCA_017639485.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/485/GCA_017639485.1/provenance.json	072cfe2c2757d69d0523408256efc2a15d58ae1d4a97bdc961ae3f8a19e55e59	1272724681	107	13f841f0a3e239a9bea383874a4420c8188ebb017109d4b14368a6055d82d754	b42e6d093bc7ea0b221e8ad57f51f5c7a44b90705384af16b91c70a9f1a8174f	423172718	b1811da1b7ce7c099cf03eb42d7a222a7a138b328dd15f409f8a936eaf434297	311944	f0ff49f01cc43a23f889017410437da8492c0e968787a88b89307aef460bf61e	4176	0.3324935269327114	98.750464	260.651792	39071744	423491295	3	19498	2026-07-19T15:56:00.288813Z
22	7eef0a054c842e221e85f6f71907f160f8cd2a47b8263d9700eb32ef46593eea	GCA_017639555.1	GCA/017/639/555/GCA_017639555.1/GCA_017639555.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/017/639/555/GCA_017639555.1/GCA_017639555.1.fa.gz	gzip	408301413	528761f1162cfff90eded970f90b8338524bc5dda20e3ae6c0d4235e94893f88	verified	objects/GCA/017/639/555/GCA_017639555.1/GCA_017639555.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/555/GCA_017639555.1/GCA_017639555.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/555/GCA_017639555.1/GCA_017639555.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/555/GCA_017639555.1/GCA_017639555.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/555/GCA_017639555.1/provenance.json	3f079b7714e915dc4928d2bffd4f609525bea45491f277ca0b36b821a12f430c	1264228920	153	c4df36c69edadbf3fc9e84c921211dabf8df44e329b2523c4fd0338617f47080	a53da820e998c479077a1ef6f64b5a791ffd0283b28f623eb8d60d95dd5ba10c	416197091	9317aaa1fc726e1578f6ce8ec684f7bb286302f7514dfca3945d8e923be48d48	309864	7414f0d0dd8a7d2266e27f59a9a6076a3c2ebbbad7108705c299d882b0f3f853	6100	0.3292102280020615	97.343337	257.509285	39141376	416516653	3	19368	2026-07-19T15:56:19.937655Z
23	9472de770df4a54301deae479f1fb821ba26f230bac6bed4afb03172fc234578	GCA_017639675.1	GCA/017/639/675/GCA_017639675.1/GCA_017639675.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/017/639/675/GCA_017639675.1/GCA_017639675.1.fa.gz	gzip	143922606	97275d2c1e1cc38c303971dc4b9c0c2fdb3f094cc6b2b0fc8aac1645fd6564fa	verified	objects/GCA/017/639/675/GCA_017639675.1/GCA_017639675.1.fa.gz	tiny	2	4096	2147483648	02:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/675/GCA_017639675.1/GCA_017639675.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/675/GCA_017639675.1/GCA_017639675.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/675/GCA_017639675.1/GCA_017639675.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/017/639/675/GCA_017639675.1/provenance.json	910c09c03e85760ca66f0104f01506b709219c9db12c06362b98524d2dde765d	471185733	41	4e5429e3e01f97eae62caea2f800e482b1b5152c391e1009aca93bffd9d8086e	15f84dbf0bdf3fdca594db9d8a649680081d664805e36fe5e219de469ce11c57	146744902	2c766965974705ae76fafbf5d37b1413a64a61f455514398f196d4453e5b96ae	115480	c60f1e54c7388f0fad06f1991c4ace2f0a933cfd0dc913c23f74590856d94d02	1559	0.31143748998019855	102.027873	89.69541	38965248	146862930	3	7219	2026-07-19T15:49:41.698266Z
24	390e4b4f2f3781ea5bd402d94931c36ebd08fc581add4d55452122329a93b19b	GCA_019207075.1	GCA/019/207/075/GCA_019207075.1/GCA_019207075.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/019/207/075/GCA_019207075.1/GCA_019207075.1.fa.gz	gzip	132217314	e86f2e9096e425373be7db59f2b54c08ec1b91a8628167107a1ebf7f5fd6c441	verified	objects/GCA/019/207/075/GCA_019207075.1/GCA_019207075.1.fa.gz	tiny	2	4096	2147483648	02:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/019/207/075/GCA_019207075.1/GCA_019207075.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/019/207/075/GCA_019207075.1/GCA_019207075.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/019/207/075/GCA_019207075.1/GCA_019207075.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/019/207/075/GCA_019207075.1/provenance.json	680335ad172932a1e108404213f4b25028bb36c59203bae4f192a1a6e2999d91	413644219	79	6adc29eed17c14446f4d7595f5f484649bee18384aab917fce312b99383bceeb	2fcd01b157d501ab239b0401b5703082de9780af29fda62810f328158fd8664c	135119570	20b35c7c5fa266de9b06749e68de6656ba1f9933fdc6de6377aa58f723e61011	101384	2fdf38a57fc0086d79a379f75539d94ce83d3db2f4aee6c9f251ebc99dea2200	3081	0.3266564931734245	92.602702	83.475623	39051264	135225940	3	6338	2026-07-19T15:49:32.273524Z
25	e1c02acf5bfeb3245243f555b576e7f7c372941c35b7e061cd0188efab3a81bd	GCA_019677235.1	GCA/019/677/235/GCA_019677235.1/GCA_019677235.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/019/677/235/GCA_019677235.1/GCA_019677235.1.fa.gz	gzip	290797908	73c44e70da07c9caae98e59997d0db48f833212e334dd91efd33eb5032c9968d	verified	objects/GCA/019/677/235/GCA_019677235.1/GCA_019677235.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/019/677/235/GCA_019677235.1/GCA_019677235.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/019/677/235/GCA_019677235.1/GCA_019677235.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/019/677/235/GCA_019677235.1/GCA_019677235.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/019/677/235/GCA_019677235.1/provenance.json	8a3357dbe3aad2675c0bc22d66ca5268530d81e84ea0a8f825df6c500210a3b8	895226410	202	8ffc5c3cd4297ab530f72e897176721c85801214c000a36f123badbc59cdd97a	2d868a9b94b7580fcb96ab05ed5a4226c1dcc67664d5104ac8d43a37c7260ff6	297146126	d5a02e685dc7fc7266d063d68348461742375a273af6a2cb77ba3187ef87b8f4	219416	0f9afcdb5435ddac8ff1f484f8bc19489178b94602e8c905e11af2829b8a6153	8025	0.33192287747632465	70.316062	182.013156	39215104	297378446	3	13715	2026-07-19T15:56:06.862467Z
