assembly_accession_version	binding_status	annotation_object_id	annotation_path	annotation_view_paths	annotation_accession_version	annotation_provider	annotation_format	annotation_feature_rows	assembly_bgzf_path	assembly_fai_path	accepted_candidate_count	reason
GCF_036172605.1	EXACT_DICTIONARY	0d843f5c48b321c44456a2c00ece1cb549b073e1ac0700a16fa21b625d732198	/moosefs/erikg/vgp/objects/sha256/0d/84/0d843f5c48b321c44456a2c00ece1cb549b073e1ac0700a16fa21b625d732198	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_036172605.1/GCF_036172605.1-RS_2024_02/GCF_036172605.1_aPelFus1.pri_genomic.gff.gz""]"	GCF_036172605.1-RS_2024_02	NCBI RefSeq	GFF3	1007326	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/172/605/GCF_036172605.1/GCF_036172605.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/172/605/GCF_036172605.1/GCF_036172605.1.fa.gz.fai	4	all 159 annotation sequence names and lengths match the target FAI
GCF_036250125.1	EXACT_DICTIONARY	9361b012a88c63623d20898a53083497361a371274e179e1edd780923b7984f7	/moosefs/erikg/vgp/objects/sha256/93/61/9361b012a88c63623d20898a53083497361a371274e179e1edd780923b7984f7	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_036250125.1/GCF_036250125.1-RS_2024_04/GCF_036250125.1_bDixPip1.hap1_genomic.gff.gz""]"	GCF_036250125.1-RS_2024_04	NCBI RefSeq	GFF3	1422518	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/250/125/GCF_036250125.1/GCF_036250125.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/250/125/GCF_036250125.1/GCF_036250125.1.fa.gz.fai	4	all 696 annotation sequence names and lengths match the target FAI
GCF_036321535.1	EXACT_DICTIONARY	19799effe8586e8d6555a0c9fc789c3c1ed3fe3e1e68bc266be3866cfcc17b59	/moosefs/erikg/vgp/objects/sha256/19/79/19799effe8586e8d6555a0c9fc789c3c1ed3fe3e1e68bc266be3866cfcc17b59	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_036321535.1/GCF_036321535.1-RS_2024_04/GCF_036321535.1_mCamDro1.pat_genomic.gff.gz""]"	GCF_036321535.1-RS_2024_04	NCBI RefSeq	GFF3	1507705	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/321/535/GCF_036321535.1/GCF_036321535.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/321/535/GCF_036321535.1/GCF_036321535.1.fa.gz.fai	4	all 171 annotation sequence names and lengths match the target FAI
GCF_036365525.1	EXACT_DICTIONARY	a03e4702308e69d1399fdf5dccda6964d61afc1f9fb5a4bc77587a7d25f65e14	/moosefs/erikg/vgp/objects/sha256/a0/3e/a03e4702308e69d1399fdf5dccda6964d61afc1f9fb5a4bc77587a7d25f65e14	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_036365525.1/GCF_036365525.1-RS_2024_08/GCF_036365525.1_sHetFra1.hap1_genomic.gff.gz""]"	GCF_036365525.1-RS_2024_08	NCBI RefSeq	GFF3	1393178	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/365/525/GCF_036365525.1/GCF_036365525.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/365/525/GCF_036365525.1/GCF_036365525.1.fa.gz.fai	4	all 2306 annotation sequence names and lengths match the target FAI
GCF_036370855.1	EXACT_DICTIONARY	34717bb47ef6bcd4305015f06717a8c96b01c6dfd8f64d6ce0e814a3fe17a41c	/moosefs/erikg/vgp/objects/sha256/34/71/34717bb47ef6bcd4305015f06717a8c96b01c6dfd8f64d6ce0e814a3fe17a41c	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_036370855.1/GCF_036370855.1-RS_2024_04/GCF_036370855.1_bDroNov1.hap1_genomic.gff.gz""]"	GCF_036370855.1-RS_2024_04	NCBI RefSeq	GFF3	1346986	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/370/855/GCF_036370855.1/GCF_036370855.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/370/855/GCF_036370855.1/GCF_036370855.1.fa.gz.fai	4	all 271 annotation sequence names and lengths match the target FAI
GCF_036373705.1	EXACT_DICTIONARY	cba0e1425882f2d6bf35c1e02f558785c9b5872ee05dfdd28aac0b22ccf0fcd0	/moosefs/erikg/vgp/objects/sha256/cb/a0/cba0e1425882f2d6bf35c1e02f558785c9b5872ee05dfdd28aac0b22ccf0fcd0	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_036373705.1/GCF_036373705.1-RS_2025_09/GCF_036373705.1_fAmiCal2.hap1_genomic.gff.gz""]"	GCF_036373705.1-RS_2025_09	NCBI RefSeq	GFF3	1168821	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/373/705/GCF_036373705.1/GCF_036373705.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/373/705/GCF_036373705.1/GCF_036373705.1.fa.gz.fai	4	all 389 annotation sequence names and lengths match the target FAI
GCF_036417665.1	EXACT_DICTIONARY	3d759f5b4fad41dfeafcba037fa02e4ca15b495842cc28e75e23b505a448e657	/moosefs/erikg/vgp/objects/sha256/3d/75/3d759f5b4fad41dfeafcba037fa02e4ca15b495842cc28e75e23b505a448e657	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_036417665.1/GCF_036417665.1-RS_2024_04/GCF_036417665.1_bPasDom1.hap1_genomic.gff.gz""]"	GCF_036417665.1-RS_2024_04	NCBI RefSeq	GFF3	1655780	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/417/665/GCF_036417665.1/GCF_036417665.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/417/665/GCF_036417665.1/GCF_036417665.1.fa.gz.fai	4	all 335 annotation sequence names and lengths match the target FAI
GCF_036417845.1	EXACT_DICTIONARY	7dcf5d63340c104e6d9aeec1cc838246e56864752745f2086f168fb976e43ce7	/moosefs/erikg/vgp/objects/sha256/7d/cf/7dcf5d63340c104e6d9aeec1cc838246e56864752745f2086f168fb976e43ce7	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_036417845.1/GCF_036417845.1-RS_2024_08/GCF_036417845.1_bAptMan1.hap1_genomic.gff.gz""]"	GCF_036417845.1-RS_2024_08	NCBI RefSeq	GFF3	945286	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/417/845/GCF_036417845.1/GCF_036417845.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/417/845/GCF_036417845.1/GCF_036417845.1.fa.gz.fai	4	all 408 annotation sequence names and lengths match the target FAI
GCF_036850765.1	EXACT_DICTIONARY	daa7670cd4362cebd193aa61e52d3b285ec3895a41259983eaf4d26173481f92	/moosefs/erikg/vgp/objects/sha256/da/a7/daa7670cd4362cebd193aa61e52d3b285ec3895a41259983eaf4d26173481f92	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_036850765.1/GCF_036850765.1-RS_2024_07/GCF_036850765.1_mSacBil1_pri_phased_curated_genomic.gff.gz""]"	GCF_036850765.1-RS_2024_07	NCBI RefSeq	GFF3	1390127	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/850/765/GCF_036850765.1/GCF_036850765.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/850/765/GCF_036850765.1/GCF_036850765.1.fa.gz.fai	4	all 256 annotation sequence names and lengths match the target FAI
GCF_036850995.1	EXACT_DICTIONARY	50cf5156e9d8d2e5f0fcb41674b93b6806d591e9469d35f370a1775d441d5b27	/moosefs/erikg/vgp/objects/sha256/50/cf/50cf5156e9d8d2e5f0fcb41674b93b6806d591e9469d35f370a1775d441d5b27	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_036850995.1/GCF_036850995.1-RS_2024_07/GCF_036850995.1_mSacLep1_pri_phased_curated_genomic.gff.gz""]"	GCF_036850995.1-RS_2024_07	NCBI RefSeq	GFF3	1344247	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/850/995/GCF_036850995.1/GCF_036850995.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/850/995/GCF_036850995.1/GCF_036850995.1.fa.gz.fai	4	all 168 annotation sequence names and lengths match the target FAI
GCF_036971445.1	EXACT_DICTIONARY	b0a1595d3c5fb3c3c80aec7b2f7e833641fc77536b3e049b407298bb0b730d1c	/moosefs/erikg/vgp/objects/sha256/b0/a1/b0a1595d3c5fb3c3c80aec7b2f7e833641fc77536b3e049b407298bb0b730d1c	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_036971445.1/GCF_036971445.1-RS_2024_11/GCF_036971445.1_sNarBan1.hap1_genomic.gff.gz""]"	GCF_036971445.1-RS_2024_11	NCBI RefSeq	GFF3	1809268	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/971/445/GCF_036971445.1/GCF_036971445.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/036/971/445/GCF_036971445.1/GCF_036971445.1.fa.gz.fai	4	all 595 annotation sequence names and lengths match the target FAI
GCF_037038585.1	EXACT_DICTIONARY	fb46b5707170fe879af496fbae97805ee602ecf906d3c2c623f2f4e975e57812	/moosefs/erikg/vgp/objects/sha256/fb/46/fb46b5707170fe879af496fbae97805ee602ecf906d3c2c623f2f4e975e57812	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_037038585.1/GCF_037038585.1-RS_2025_02/GCF_037038585.1_bPatFas1.hap1_genomic.gff.gz""]"	GCF_037038585.1-RS_2025_02	NCBI RefSeq	GFF3	1445254	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/037/038/585/GCF_037038585.1/GCF_037038585.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/037/038/585/GCF_037038585.1/GCF_037038585.1.fa.gz.fai	4	all 360 annotation sequence names and lengths match the target FAI
GCF_037157495.1	EXACT_DICTIONARY	5f58a9b2c0e0d44e4a8e48a44e3d9673201d1b67bee120c9838ea84b32484321	/moosefs/erikg/vgp/objects/sha256/5f/58/5f58a9b2c0e0d44e4a8e48a44e3d9673201d1b67bee120c9838ea84b32484321	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_037157495.1/GCF_037157495.1-RS_2024_06/GCF_037157495.1_bLatDis1.hap1_genomic.gff.gz""]"	GCF_037157495.1-RS_2024_06	NCBI RefSeq	GFF3	1194189	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/037/157/495/GCF_037157495.1/GCF_037157495.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/037/157/495/GCF_037157495.1/GCF_037157495.1.fa.gz.fai	4	all 367 annotation sequence names and lengths match the target FAI
GCF_037176765.1	EXACT_DICTIONARY	d830c426536f7c18ae50a1d5f208a4c0d117819a6f78d5c493063c8ec9f4fed3	/moosefs/erikg/vgp/objects/sha256/d8/30/d830c426536f7c18ae50a1d5f208a4c0d117819a6f78d5c493063c8ec9f4fed3	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_037176765.1/GCF_037176765.1-RS_2024_08/GCF_037176765.1_rAnoSag1.mat_genomic.gff.gz""]"	GCF_037176765.1-RS_2024_08	NCBI RefSeq	GFF3	1140348	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/037/176/765/GCF_037176765.1/GCF_037176765.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/037/176/765/GCF_037176765.1/GCF_037176765.1.fa.gz.fai	4	all 29 annotation sequence names and lengths match the target FAI
GCF_037176945.1	EXACT_DICTIONARY	c918ee43406202aa63b8d6c319c307451173c2d4d306e4e445325b8a3e8bd947	/moosefs/erikg/vgp/objects/sha256/c9/18/c918ee43406202aa63b8d6c319c307451173c2d4d306e4e445325b8a3e8bd947	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_037176945.1/GCF_037176945.1-RS_2024_04/GCF_037176945.1_fLatCha1.pri_genomic.gff.gz""]"	GCF_037176945.1-RS_2024_04	NCBI RefSeq	GFF3	925529	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/037/176/945/GCF_037176945.1/GCF_037176945.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/037/176/945/GCF_037176945.1/GCF_037176945.1.fa.gz.fai	4	all 197 annotation sequence names and lengths match the target FAI
GCF_037993035.1	EXACT_DICTIONARY	ce4a276f95ab52309548ff81d975d90aa0300e1b5d76d6d74abc39b793e51bb8	/moosefs/erikg/vgp/freeze1/objects/GCF/037/993/035/GCF_037993035.1/genes/GCF_037993035.1_T2T-MFA8v1.0.ncbiRefSeq.gtf.gz	[]	ncbiRefSeq	NCBI RefSeq/UCSC genePred export	GTF	2773335	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/037/993/035/GCF_037993035.1/GCF_037993035.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/037/993/035/GCF_037993035.1/GCF_037993035.1.fa.gz.fai	3	all 21 annotation sequence names and lengths match the target FAI
GCF_039877785.1	EXACT_DICTIONARY	ee4b569b95a7ae45ec60e6e169e9b79e1fb7ce1aef3a2b8665f07e3fb1846db5	/moosefs/erikg/vgp/objects/sha256/ee/4b/ee4b569b95a7ae45ec60e6e169e9b79e1fb7ce1aef3a2b8665f07e3fb1846db5	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_039877785.1/GCF_039877785.1-RS_2025_01/GCF_039877785.1_fChaTrf1.hap1_genomic.gff.gz""]"	GCF_039877785.1-RS_2025_01	NCBI RefSeq	GFF3	1072694	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/039/877/785/GCF_039877785.1/GCF_039877785.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/039/877/785/GCF_039877785.1/GCF_039877785.1.fa.gz.fai	4	all 36 annotation sequence names and lengths match the target FAI
GCF_039906515.1	EXACT_DICTIONARY	6d7cd5c2278b7454b05050b4253c021fed7368e1d85abc27bc0baf60da8ec936	/moosefs/erikg/vgp/objects/sha256/6d/7c/6d7cd5c2278b7454b05050b4253c021fed7368e1d85abc27bc0baf60da8ec936	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_039906515.1/GCF_039906515.1-RS_2024_08/GCF_039906515.1_mPseCra1.hap1_genomic.gff.gz""]"	GCF_039906515.1-RS_2024_08	NCBI RefSeq	GFF3	1865163	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/039/906/515/GCF_039906515.1/GCF_039906515.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/039/906/515/GCF_039906515.1/GCF_039906515.1.fa.gz.fai	4	all 438 annotation sequence names and lengths match the target FAI
GCF_040182565.1	EXACT_DICTIONARY	f1af0c4ed971bbed40fdead32f977d15d77cd1350245854442b9e6c827969798	/moosefs/erikg/vgp/objects/sha256/f1/af/f1af0c4ed971bbed40fdead32f977d15d77cd1350245854442b9e6c827969798	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_040182565.1/GCF_040182565.1-RS_2024_07/GCF_040182565.1_Taihu_goose_T2T_genome_genomic.gff.gz""]"	GCF_040182565.1-RS_2024_07	NCBI RefSeq	GFF3	1721147	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/182/565/GCF_040182565.1/GCF_040182565.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/182/565/GCF_040182565.1/GCF_040182565.1.fa.gz.fai	4	all 75 annotation sequence names and lengths match the target FAI
GCF_040807025.1	EXACT_DICTIONARY	f255bf39fe4ff0f7687a441ed164526f5b346d04f2eab9ac4c755475bc5d8b17	/moosefs/erikg/vgp/objects/sha256/f2/55/f255bf39fe4ff0f7687a441ed164526f5b346d04f2eab9ac4c755475bc5d8b17	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_040807025.1/GCF_040807025.1-RS_2024_10/GCF_040807025.1_bStrCam1.hap1_genomic.gff.gz""]"	GCF_040807025.1-RS_2024_10	NCBI RefSeq	GFF3	1871088	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/807/025/GCF_040807025.1/GCF_040807025.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/807/025/GCF_040807025.1/GCF_040807025.1.fa.gz.fai	4	all 262 annotation sequence names and lengths match the target FAI
GCF_040894005.1	EXACT_DICTIONARY	b0db284d3d46144a6879f5f4e5fa1364a208bff614eb6029f06263e8c183dbf7	/moosefs/erikg/vgp/objects/sha256/b0/db/b0db284d3d46144a6879f5f4e5fa1364a208bff614eb6029f06263e8c183dbf7	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_040894005.1/GCF_040894005.1-RS_2025_03/GCF_040894005.1_aEngPut4.maternal_genomic.gff.gz""]"	GCF_040894005.1-RS_2025_03	NCBI RefSeq	GFF3	1440250	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/894/005/GCF_040894005.1/GCF_040894005.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/894/005/GCF_040894005.1/GCF_040894005.1.fa.gz.fai	4	all 936 annotation sequence names and lengths match the target FAI
GCF_040937935.1	EXACT_DICTIONARY	5e35372a18bea7712f875ba0020f1dd64c540f93f053d97f221dda4ac8a6355e	/moosefs/erikg/vgp/objects/sha256/5e/35/5e35372a18bea7712f875ba0020f1dd64c540f93f053d97f221dda4ac8a6355e	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_040937935.1/GCF_040937935.1-RS_2024_08/GCF_040937935.1_aHypRig1.pri_genomic.gff.gz""]"	GCF_040937935.1-RS_2024_08	NCBI RefSeq	GFF3	1534724	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/937/935/GCF_040937935.1/GCF_040937935.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/937/935/GCF_040937935.1/GCF_040937935.1.fa.gz.fai	4	all 477 annotation sequence names and lengths match the target FAI
GCF_040938575.1	EXACT_DICTIONARY	93678f90c49f8412655a87b6d74744e6007ccd1ed62f3c5fe56e82c319d4ab35	/moosefs/erikg/vgp/objects/sha256/93/67/93678f90c49f8412655a87b6d74744e6007ccd1ed62f3c5fe56e82c319d4ab35	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_040938575.1/GCF_040938575.1-RS_2024_10/GCF_040938575.1_UKY_AmexF1_1_genomic.gff.gz""]"	GCF_040938575.1-RS_2024_10	NCBI RefSeq	GFF3	1708679	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/938/575/GCF_040938575.1/GCF_040938575.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/938/575/GCF_040938575.1/GCF_040938575.1.fa.gz.fai	4	all 221 annotation sequence names and lengths match the target FAI
GCF_040954835.1	EXACT_DICTIONARY	84bc889c17c91ef5d83f2159ec68d7f6e4e34df5991ef991c0031c77bde8a0d5	/moosefs/erikg/vgp/objects/sha256/84/bc/84bc889c17c91ef5d83f2159ec68d7f6e4e34df5991ef991c0031c77bde8a0d5	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_040954835.1/GCF_040954835.1-RS_2024_09/GCF_040954835.1_fLepOcu1.hap2_genomic.gff.gz""]"	GCF_040954835.1-RS_2024_09	NCBI RefSeq	GFF3	1539724	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/954/835/GCF_040954835.1/GCF_040954835.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/040/954/835/GCF_040954835.1/GCF_040954835.1.fa.gz.fai	4	all 816 annotation sequence names and lengths match the target FAI
GCF_042242105.1	EXACT_DICTIONARY	712b20953b3d58d15cc3e7411aa366da662cdfd9b08b7cf4f5ddf6f1ad1775d0	/moosefs/erikg/vgp/objects/sha256/71/2b/712b20953b3d58d15cc3e7411aa366da662cdfd9b08b7cf4f5ddf6f1ad1775d0	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_042242105.1/GCF_042242105.1-RS_2025_01/GCF_042242105.1_fPemKlu1.hap1_genomic.gff.gz""]"	GCF_042242105.1-RS_2025_01	NCBI RefSeq	GFF3	770223	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/042/242/105/GCF_042242105.1/GCF_042242105.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/042/242/105/GCF_042242105.1/GCF_042242105.1.fa.gz.fai	4	all 441 annotation sequence names and lengths match the target FAI
GCF_042477335.2	EXACT_DICTIONARY	a411c384b5774d3f106dce53f30f931adcf54b47ec654ded430c5856131d3e7a	/moosefs/erikg/vgp/objects/sha256/a4/11/a411c384b5774d3f106dce53f30f931adcf54b47ec654ded430c5856131d3e7a	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_042477335.2/GCF_042477335.2-RS_2024_12/GCF_042477335.2_ARS-UI_OviCan_v2_genomic.gff.gz""]"	GCF_042477335.2-RS_2024_12	NCBI RefSeq	GFF3	1857094	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/042/477/335/GCF_042477335.2/GCF_042477335.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/042/477/335/GCF_042477335.2/GCF_042477335.2.fa.gz.fai	4	all 42 annotation sequence names and lengths match the target FAI
GCF_043159975.1	EXACT_DICTIONARY	955769f327acfade2e2fd892d9a9b022a70dafa9cde17c59a7feea1fb790425d	/moosefs/erikg/vgp/objects/sha256/95/57/955769f327acfade2e2fd892d9a9b022a70dafa9cde17c59a7feea1fb790425d	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_043159975.1/GCF_043159975.1-RS_2026_07/GCF_043159975.1_mMacNem.hap1_genomic.gff.gz""]"	GCF_043159975.1-RS_2026_07	NCBI RefSeq	GFF3	2307372	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/043/159/975/GCF_043159975.1/GCF_043159975.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/043/159/975/GCF_043159975.1/GCF_043159975.1.fa.gz.fai	5	all 361 annotation sequence names and lengths match the target FAI
GCF_043641665.1	EXACT_DICTIONARY	1a556aff07ed2d4957fe890d493901438207ec0822867d61672045f2e7d4e653	/moosefs/erikg/vgp/objects/sha256/1a/55/1a556aff07ed2d4957fe890d493901438207ec0822867d61672045f2e7d4e653	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_043641665.1/GCF_043641665.1-RS_2025_01/GCF_043641665.1_fEnoArm2.hap1_genomic.gff.gz""]"	GCF_043641665.1-RS_2025_01	NCBI RefSeq	GFF3	751153	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/043/641/665/GCF_043641665.1/GCF_043641665.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/043/641/665/GCF_043641665.1/GCF_043641665.1.fa.gz.fai	4	all 136 annotation sequence names and lengths match the target FAI
GCF_044704955.1	EXACT_DICTIONARY	a5a98223de6b079bea50a206224f91903d4cc05979e75f83e47fb24a1bed6d18	/moosefs/erikg/vgp/objects/sha256/a5/a9/a5a98223de6b079bea50a206224f91903d4cc05979e75f83e47fb24a1bed6d18	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_044704955.1/GCF_044704955.1-RS_2025_01/GCF_044704955.1_sPriJap1.hap1_genomic.gff.gz""]"	GCF_044704955.1-RS_2025_01	NCBI RefSeq	GFF3	1286363	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/044/704/955/GCF_044704955.1/GCF_044704955.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/044/704/955/GCF_044704955.1/GCF_044704955.1.fa.gz.fai	4	all 4318 annotation sequence names and lengths match the target FAI
GCF_047511675.1	EXACT_DICTIONARY	5ff6bf495c45bfbce7f9aaa4aa5aa710e32b779879d0a645dd9070e7f6face9b	/moosefs/erikg/vgp/objects/sha256/5f/f6/5ff6bf495c45bfbce7f9aaa4aa5aa710e32b779879d0a645dd9070e7f6face9b	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_047511675.1/GCF_047511675.1-RS_2025_02/GCF_047511675.1_mMarFla1.hap1_genomic.gff.gz""]"	GCF_047511675.1-RS_2025_02	NCBI RefSeq	GFF3	1260728	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/047/511/675/GCF_047511675.1/GCF_047511675.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/047/511/675/GCF_047511675.1/GCF_047511675.1.fa.gz.fai	4	all 813 annotation sequence names and lengths match the target FAI
GCF_048164855.1	EXACT_DICTIONARY	e5830e8ef82dbfa0f9675b9773708a69f1b13229e6db21495dc97055ee5a4d47	/moosefs/erikg/vgp/objects/sha256/e5/83/e5830e8ef82dbfa0f9675b9773708a69f1b13229e6db21495dc97055ee5a4d47	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_048164855.1/GCF_048164855.1-RS_2025_03/GCF_048164855.1_mCanLup2.hap1_genomic.gff.gz""]"	GCF_048164855.1-RS_2025_03	NCBI RefSeq	GFF3	2392688	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/048/164/855/GCF_048164855.1/GCF_048164855.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/048/164/855/GCF_048164855.1/GCF_048164855.1.fa.gz.fai	4	all 249 annotation sequence names and lengths match the target FAI
GCF_900324465.2	EXACT_DICTIONARY	074111caf553389a60274d427f33541c8c4edf6b2993ed4e8cd7e15858a070f5	/moosefs/erikg/vgp/freeze1/objects/GCF/900/324/465/GCF_900324465.2/genes/GCF_900324465.2_fAnaTes1.2.ncbiRefSeq.gtf.gz	[]	ncbiRefSeq	NCBI RefSeq/UCSC genePred export	GTF	1289939	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/900/324/465/GCF_900324465.2/GCF_900324465.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/900/324/465/GCF_900324465.2/GCF_900324465.2.fa.gz.fai	4	all 45 annotation sequence names and lengths match the target FAI
GCF_900324485.2	EXACT_DICTIONARY	4713e08b3c7648323b0175e1ddf40a2178914b7b4b57ed52477d937d2d1b902a	/moosefs/erikg/vgp/freeze1/objects/GCF/900/324/485/GCF_900324485.2/genes/GCF_900324485.2_fMasArm1.2.ncbiRefSeq.gtf.gz	[]	ncbiRefSeq	NCBI RefSeq/UCSC genePred export	GTF	1401513	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/900/324/485/GCF_900324485.2/GCF_900324485.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/900/324/485/GCF_900324485.2/GCF_900324485.2.fa.gz.fai	4	all 98 annotation sequence names and lengths match the target FAI
